date,name,comment
2026-05-06,No Meeting,No Meeting
2026-05-13,Anthony,
2026-05-20,Everyone,Gordon Hall Visit
2026-05-27,Grey,
2026-06-03,Andrew,
2026-06-10,Alex,
2026-06-17,Andreas,
2026-06-24,Grey,
2026-07-01,Anthony,
2026-07-08,Andrew,
2026-07-15,Alex,
2026-07-22,Andreas,
2026-07-29,Grey,
2026-08-05,Anthony,
2026-08-12,Andrew,
